detailId,orderId,flashItemId,quantity,unitPrice
DTL-00488,ORD-02499,FSI-00416,1,491000.0
DTL-00489,ORD-01597,FSI-00374,2,1231000.0
DTL-00490,ORD-00552,FSI-00426,2,1826000.0
DTL-00491,ORD-01132,FSI-00282,1,1056000.0
DTL-00492,ORD-00628,FSI-00318,2,2017000.0
DTL-00493,ORD-01108,FSI-00104,2,1529000.0
DTL-00494,ORD-00749,FSI-00486,2,1700000.0
DTL-00495,ORD-00269,FSI-00274,2,302000.0
DTL-00496,ORD-00501,FSI-00138,2,367000.0
DTL-00497,ORD-02018,FSI-00376,2,1504000.0
DTL-00498,ORD-00833,FSI-00442,1,111000.0
DTL-00499,ORD-01216,FSI-00274,2,302000.0
DTL-00500,ORD-01566,FSI-00211,1,1727000.0
DTL-00501,ORD-01097,FSI-00307,2,1512000.0
DTL-00502,ORD-00263,FSI-00207,2,2630000.0
DTL-00503,ORD-00008,FSI-00018,2,1135000.0
DTL-00504,ORD-02393,FSI-00401,2,3133000.0
DTL-00505,ORD-00922,FSI-00011,1,898000.0
DTL-00506,ORD-00456,FSI-00425,2,1142000.0
DTL-00507,ORD-01162,FSI-00059,1,1140000.0
DTL-00508,ORD-01313,FSI-00203,2,1398000.0
DTL-00509,ORD-00414,FSI-00254,1,1705000.0
DTL-00510,ORD-02442,FSI-00019,2,88000.0
DTL-00511,ORD-01420,FSI-00037,1,479000.0
DTL-00512,ORD-02341,FSI-00250,2,265000.0
DTL-00513,ORD-00387,FSI-00482,1,1781000.0
DTL-00514,ORD-01484,FSI-00022,1,1164000.0
DTL-00515,ORD-00826,FSI-00054,2,2424000.0
DTL-00516,ORD-01705,FSI-00474,1,1943000.0
DTL-00517,ORD-00366,FSI-00391,1,1674000.0
DTL-00518,ORD-02114,FSI-00163,2,56000.0
DTL-00519,ORD-02232,FSI-00490,1,1106000.0
DTL-00520,ORD-02231,FSI-00355,2,614000.0
DTL-00521,ORD-01616,FSI-00403,1,1318000.0
DTL-00522,ORD-00830,FSI-00471,1,1257000.0
DTL-00523,ORD-00936,FSI-00429,2,1099000.0
DTL-00524,ORD-02487,FSI-00288,1,1865000.0
DTL-00525,ORD-01860,FSI-00302,1,2050000.0
DTL-00526,ORD-01739,FSI-00022,2,1164000.0
DTL-00527,ORD-01159,FSI-00124,1,1660000.0
DTL-00528,ORD-02453,FSI-00450,1,1341000.0
DTL-00529,ORD-02096,FSI-00379,2,2009000.0
DTL-00530,ORD-02445,FSI-00363,1,1504000.0
DTL-00531,ORD-01654,FSI-00316,2,921000.0
DTL-00532,ORD-00252,FSI-00124,2,1660000.0
DTL-00533,ORD-00792,FSI-00262,1,1061000.0
DTL-00534,ORD-00830,FSI-00062,1,2573000.0
DTL-00535,ORD-00601,FSI-00072,2,783000.0
DTL-00536,ORD-02357,FSI-00173,1,1825000.0
DTL-00537,ORD-02281,FSI-00443,1,783000.0
DTL-00538,ORD-02389,FSI-00018,1,1135000.0
DTL-00539,ORD-01727,FSI-00218,2,71000.0
DTL-00540,ORD-00065,FSI-00113,2,1062000.0
DTL-00541,ORD-02139,FSI-00191,2,760000.0
DTL-00542,ORD-01341,FSI-00280,2,1586000.0
DTL-00543,ORD-00950,FSI-00097,2,709000.0
DTL-00544,ORD-01848,FSI-00173,2,1825000.0
DTL-00545,ORD-02178,FSI-00379,2,2009000.0
DTL-00546,ORD-01905,FSI-00009,1,2006000.0
DTL-00547,ORD-01507,FSI-00347,1,513000.0
DTL-00548,ORD-00859,FSI-00276,1,1399000.0
DTL-00549,ORD-01863,FSI-00194,1,860000.0
DTL-00550,ORD-01755,FSI-00284,1,724000.0
DTL-00551,ORD-02436,FSI-00442,2,111000.0
DTL-00552,ORD-02081,FSI-00259,1,1920000.0
DTL-00553,ORD-00546,FSI-00205,2,1146000.0
DTL-00554,ORD-00659,FSI-00006,1,1471000.0
DTL-00555,ORD-01189,FSI-00373,1,1444000.0
DTL-00556,ORD-00846,FSI-00040,1,874000.0
DTL-00557,ORD-01024,FSI-00118,1,2561000.0
DTL-00558,ORD-01750,FSI-00234,1,1779000.0
DTL-00559,ORD-02396,FSI-00177,1,668000.0
DTL-00560,ORD-00530,FSI-00488,1,785000.0
DTL-00561,ORD-01263,FSI-00393,2,1877000.0
DTL-00562,ORD-02211,FSI-00186,1,737000.0
DTL-00563,ORD-00369,FSI-00090,1,2945000.0
DTL-00564,ORD-00149,FSI-00111,1,2364000.0
DTL-00565,ORD-01235,FSI-00088,2,1717000.0
DTL-00566,ORD-00851,FSI-00277,2,468000.0
DTL-00567,ORD-01197,FSI-00229,2,588000.0
DTL-00568,ORD-00416,FSI-00008,2,497000.0
DTL-00569,ORD-00256,FSI-00221,2,1769000.0
DTL-00570,ORD-02093,FSI-00176,1,667000.0
DTL-00571,ORD-01444,FSI-00331,1,2547000.0
DTL-00572,ORD-00587,FSI-00447,1,1527000.0
DTL-00573,ORD-01666,FSI-00354,2,1000000.0
DTL-00574,ORD-00784,FSI-00363,1,1504000.0
DTL-00575,ORD-02394,FSI-00440,1,1257000.0
DTL-00576,ORD-01069,FSI-00315,2,358000.0
DTL-00577,ORD-00304,FSI-00056,2,764000.0
DTL-00578,ORD-01022,FSI-00292,1,301000.0
DTL-00579,ORD-01659,FSI-00461,2,1233000.0
DTL-00580,ORD-00623,FSI-00207,1,2630000.0
DTL-00581,ORD-02037,FSI-00486,1,1700000.0
DTL-00582,ORD-00246,FSI-00102,2,259000.0
DTL-00583,ORD-00851,FSI-00303,2,2022000.0
DTL-00584,ORD-01908,FSI-00108,1,1305000.0
DTL-00585,ORD-00302,FSI-00050,2,897000.0
DTL-00586,ORD-01874,FSI-00213,2,1577000.0
DTL-00587,ORD-00697,FSI-00066,1,1425000.0
DTL-00588,ORD-00195,FSI-00035,1,1021000.0
DTL-00589,ORD-02065,FSI-00402,1,1383000.0
DTL-00590,ORD-01231,FSI-00419,2,268000.0
DTL-00591,ORD-02217,FSI-00171,2,1383000.0
DTL-00592,ORD-00999,FSI-00473,1,1442000.0
DTL-00593,ORD-00379,FSI-00453,2,2938000.0
DTL-00594,ORD-01614,FSI-00336,2,458000.0
DTL-00595,ORD-01181,FSI-00231,2,87000.0
DTL-00596,ORD-01150,FSI-00100,1,2030000.0
DTL-00597,ORD-00076,FSI-00108,1,1305000.0
DTL-00598,ORD-00040,FSI-00118,1,2561000.0
DTL-00599,ORD-02012,FSI-00013,1,641000.0
DTL-00600,ORD-00406,FSI-00291,1,1675000.0
DTL-00601,ORD-00428,FSI-00096,2,1460000.0
DTL-00602,ORD-00966,FSI-00463,2,105000.0
DTL-00603,ORD-01770,FSI-00378,1,875000.0
DTL-00604,ORD-00253,FSI-00190,1,2563000.0
DTL-00605,ORD-00011,FSI-00262,2,1061000.0
DTL-00606,ORD-01451,FSI-00284,1,724000.0
DTL-00607,ORD-00903,FSI-00092,2,1949000.0
DTL-00608,ORD-00041,FSI-00315,1,358000.0
DTL-00609,ORD-02442,FSI-00107,1,801000.0
DTL-00610,ORD-01622,FSI-00027,2,246000.0
DTL-00611,ORD-01907,FSI-00272,2,476000.0
DTL-00612,ORD-01552,FSI-00433,2,642000.0
DTL-00613,ORD-00640,FSI-00338,2,89000.0
DTL-00614,ORD-00556,FSI-00014,2,1234000.0
DTL-00615,ORD-00812,FSI-00390,2,1203000.0
DTL-00616,ORD-00789,FSI-00054,1,2424000.0
DTL-00617,ORD-00516,FSI-00299,2,1063000.0
DTL-00618,ORD-01467,FSI-00455,2,1344000.0
DTL-00619,ORD-01311,FSI-00387,1,1961000.0
DTL-00620,ORD-02128,FSI-00417,2,927000.0
DTL-00621,ORD-00129,FSI-00213,1,1577000.0
DTL-00622,ORD-00418,FSI-00480,1,844000.0
DTL-00623,ORD-01726,FSI-00293,2,2110000.0
DTL-00624,ORD-02308,FSI-00267,1,1135000.0
DTL-00625,ORD-01569,FSI-00301,2,544000.0
DTL-00626,ORD-00018,FSI-00456,1,2181000.0
DTL-00627,ORD-01067,FSI-00436,1,320000.0
DTL-00628,ORD-00079,FSI-00319,1,3121000.0
DTL-00629,ORD-00836,FSI-00138,1,367000.0
DTL-00630,ORD-01401,FSI-00500,1,1233000.0
DTL-00631,ORD-02058,FSI-00196,1,1726000.0
DTL-00632,ORD-02372,FSI-00104,2,1529000.0
DTL-00633,ORD-00168,FSI-00118,1,2561000.0
DTL-00634,ORD-02274,FSI-00339,1,1291000.0
DTL-00635,ORD-02071,FSI-00349,1,549000.0
DTL-00636,ORD-01009,FSI-00194,2,860000.0
DTL-00637,ORD-00182,FSI-00500,2,1233000.0
DTL-00638,ORD-01033,FSI-00396,2,286000.0
DTL-00639,ORD-01054,FSI-00063,2,1127000.0
DTL-00640,ORD-00363,FSI-00481,2,231000.0
DTL-00641,ORD-02079,FSI-00386,2,1860000.0
DTL-00642,ORD-01465,FSI-00350,1,1960000.0
DTL-00643,ORD-01210,FSI-00334,1,2183000.0
DTL-00644,ORD-01380,FSI-00215,2,1626000.0
DTL-00645,ORD-01949,FSI-00222,1,1525000.0
DTL-00646,ORD-02140,FSI-00156,2,684000.0
DTL-00647,ORD-01954,FSI-00457,1,1499000.0
DTL-00648,ORD-02275,FSI-00374,2,1231000.0
DTL-00649,ORD-00805,FSI-00264,1,220000.0
DTL-00650,ORD-01623,FSI-00340,2,3142000.0
DTL-00651,ORD-00300,FSI-00153,1,1296000.0
DTL-00652,ORD-01407,FSI-00122,1,1024000.0
DTL-00653,ORD-01762,FSI-00332,1,531000.0
DTL-00654,ORD-01427,FSI-00442,1,111000.0
DTL-00655,ORD-01222,FSI-00307,2,1512000.0
DTL-00656,ORD-01674,FSI-00481,2,231000.0
DTL-00657,ORD-00621,FSI-00443,2,783000.0
DTL-00658,ORD-01559,FSI-00189,2,580000.0
DTL-00659,ORD-02109,FSI-00173,1,1825000.0
DTL-00660,ORD-00593,FSI-00063,1,1127000.0
DTL-00661,ORD-00527,FSI-00003,1,839000.0
DTL-00662,ORD-01516,FSI-00469,1,2380000.0
DTL-00663,ORD-00318,FSI-00059,1,1140000.0
DTL-00664,ORD-01297,FSI-00217,2,1406000.0
DTL-00665,ORD-00909,FSI-00457,2,1499000.0
DTL-00666,ORD-01407,FSI-00444,2,2792000.0
DTL-00667,ORD-00997,FSI-00130,2,2326000.0
DTL-00668,ORD-00689,FSI-00007,2,2169000.0
DTL-00669,ORD-00091,FSI-00475,1,57000.0
DTL-00670,ORD-01323,FSI-00167,2,1207000.0
DTL-00671,ORD-01975,FSI-00363,2,1504000.0
DTL-00672,ORD-01255,FSI-00418,1,2283000.0
DTL-00673,ORD-00236,FSI-00351,2,1477000.0
DTL-00674,ORD-00224,FSI-00241,2,88000.0
DTL-00675,ORD-00184,FSI-00253,2,955000.0
DTL-00676,ORD-01825,FSI-00449,1,88000.0
DTL-00677,ORD-00798,FSI-00051,2,1649000.0
DTL-00678,ORD-01547,FSI-00151,2,1444000.0
DTL-00679,ORD-00008,FSI-00438,1,428000.0
DTL-00680,ORD-02291,FSI-00203,1,1398000.0
DTL-00681,ORD-01421,FSI-00025,2,2615000.0
DTL-00682,ORD-00536,FSI-00112,1,1518000.0
DTL-00683,ORD-01470,FSI-00048,1,111000.0
DTL-00684,ORD-02390,FSI-00406,1,3109000.0
DTL-00685,ORD-01234,FSI-00038,1,2147000.0
DTL-00686,ORD-02049,FSI-00161,2,1468000.0
DTL-00687,ORD-00295,FSI-00338,2,89000.0
DTL-00688,ORD-02240,FSI-00007,2,2169000.0
DTL-00689,ORD-02302,FSI-00181,2,401000.0
DTL-00690,ORD-02086,FSI-00033,2,169000.0
DTL-00691,ORD-02226,FSI-00049,2,1525000.0
DTL-00692,ORD-01521,FSI-00201,1,600000.0
DTL-00693,ORD-01694,FSI-00143,1,1044000.0
DTL-00694,ORD-00927,FSI-00249,2,821000.0
DTL-00695,ORD-00653,FSI-00053,2,1392000.0
DTL-00696,ORD-01006,FSI-00030,1,1223000.0
DTL-00697,ORD-00562,FSI-00463,2,105000.0
DTL-00698,ORD-00048,FSI-00114,2,102000.0
DTL-00699,ORD-01096,FSI-00433,2,642000.0
DTL-00700,ORD-00875,FSI-00172,1,3349000.0
DTL-00701,ORD-01582,FSI-00447,2,1527000.0
DTL-00702,ORD-01705,FSI-00396,2,286000.0
DTL-00703,ORD-01142,FSI-00282,2,1056000.0
DTL-00704,ORD-01346,FSI-00097,2,709000.0
DTL-00705,ORD-01356,FSI-00164,2,483000.0
DTL-00706,ORD-00301,FSI-00157,2,2513000.0
DTL-00707,ORD-00265,FSI-00405,1,1125000.0
DTL-00708,ORD-00109,FSI-00162,1,1361000.0
DTL-00709,ORD-02124,FSI-00156,2,684000.0
DTL-00710,ORD-01393,FSI-00480,2,844000.0
DTL-00711,ORD-01019,FSI-00115,2,656000.0
DTL-00712,ORD-01691,FSI-00362,2,2649000.0
DTL-00713,ORD-00439,FSI-00394,1,79000.0
DTL-00714,ORD-01380,FSI-00291,2,1675000.0
DTL-00715,ORD-01619,FSI-00360,1,421000.0
DTL-00716,ORD-01198,FSI-00136,2,324000.0
DTL-00717,ORD-00399,FSI-00412,1,118000.0
DTL-00718,ORD-00373,FSI-00376,1,1504000.0
DTL-00719,ORD-00743,FSI-00356,1,2659000.0
DTL-00720,ORD-02482,FSI-00242,1,89000.0
DTL-00721,ORD-01028,FSI-00469,1,2380000.0
DTL-00722,ORD-00289,FSI-00170,2,1427000.0
DTL-00723,ORD-01839,FSI-00045,1,1728000.0
DTL-00724,ORD-01022,FSI-00121,1,2012000.0
DTL-00725,ORD-00411,FSI-00065,2,1021000.0
DTL-00726,ORD-02474,FSI-00101,1,1723000.0
DTL-00727,ORD-00623,FSI-00218,1,71000.0
DTL-00728,ORD-00334,FSI-00197,1,616000.0
DTL-00729,ORD-01716,FSI-00262,2,1061000.0
DTL-00730,ORD-01105,FSI-00457,1,1499000.0
DTL-00731,ORD-01494,FSI-00091,2,1488000.0
DTL-00732,ORD-01140,FSI-00086,1,241000.0
DTL-00733,ORD-00715,FSI-00405,2,1125000.0
DTL-00734,ORD-01410,FSI-00416,2,491000.0
DTL-00735,ORD-01039,FSI-00003,1,839000.0
DTL-00736,ORD-00848,FSI-00474,2,1943000.0
DTL-00737,ORD-01600,FSI-00250,2,265000.0
DTL-00738,ORD-01394,FSI-00160,2,2230000.0
DTL-00739,ORD-02302,FSI-00104,2,1529000.0
DTL-00740,ORD-02242,FSI-00267,2,1135000.0
DTL-00741,ORD-00960,FSI-00385,1,79000.0
DTL-00742,ORD-00018,FSI-00198,1,1726000.0
DTL-00743,ORD-02495,FSI-00306,1,2534000.0
DTL-00744,ORD-02278,FSI-00313,1,2450000.0
DTL-00745,ORD-01423,FSI-00127,2,1002000.0
DTL-00746,ORD-00237,FSI-00293,1,2110000.0
DTL-00747,ORD-00607,FSI-00344,1,2618000.0
DTL-00748,ORD-00012,FSI-00173,1,1825000.0
DTL-00749,ORD-01103,FSI-00145,1,1241000.0
DTL-00750,ORD-01182,FSI-00315,1,358000.0
DTL-00751,ORD-01991,FSI-00147,1,140000.0
DTL-00752,ORD-01313,FSI-00368,1,1088000.0
DTL-00753,ORD-02280,FSI-00020,1,1504000.0
DTL-00754,ORD-01590,FSI-00178,1,488000.0
DTL-00755,ORD-00682,FSI-00437,2,894000.0
DTL-00756,ORD-01871,FSI-00099,2,924000.0
DTL-00757,ORD-00795,FSI-00425,1,1142000.0
DTL-00758,ORD-01207,FSI-00009,1,2006000.0
DTL-00759,ORD-02484,FSI-00226,2,1475000.0
DTL-00760,ORD-02378,FSI-00240,2,2279000.0
DTL-00761,ORD-01410,FSI-00443,2,783000.0
DTL-00762,ORD-01955,FSI-00329,2,812000.0
DTL-00763,ORD-01945,FSI-00476,1,2503000.0
DTL-00764,ORD-00656,FSI-00361,1,180000.0
DTL-00765,ORD-01794,FSI-00356,2,2659000.0
DTL-00766,ORD-02235,FSI-00226,2,1475000.0
DTL-00767,ORD-01245,FSI-00326,2,902000.0
DTL-00768,ORD-02167,FSI-00402,1,1383000.0
DTL-00769,ORD-00159,FSI-00005,2,2291000.0
DTL-00770,ORD-01557,FSI-00399,1,853000.0
DTL-00771,ORD-00505,FSI-00467,1,766000.0
DTL-00772,ORD-02297,FSI-00356,1,2659000.0
DTL-00773,ORD-02208,FSI-00231,1,87000.0
DTL-00774,ORD-01069,FSI-00054,2,2424000.0
DTL-00775,ORD-01356,FSI-00459,1,2658000.0
DTL-00776,ORD-01525,FSI-00010,1,1190000.0
DTL-00777,ORD-01682,FSI-00375,1,1903000.0
DTL-00778,ORD-02313,FSI-00482,1,1781000.0
DTL-00779,ORD-00940,FSI-00244,2,2180000.0
DTL-00780,ORD-00334,FSI-00049,2,1525000.0
DTL-00781,ORD-01868,FSI-00393,2,1877000.0
DTL-00782,ORD-01218,FSI-00027,2,246000.0
DTL-00783,ORD-02163,FSI-00270,1,704000.0
DTL-00784,ORD-00633,FSI-00155,2,1132000.0
DTL-00785,ORD-01666,FSI-00150,1,1323000.0
DTL-00786,ORD-01748,FSI-00380,2,2242000.0
DTL-00787,ORD-00342,FSI-00104,1,1529000.0
DTL-00788,ORD-00600,FSI-00150,1,1323000.0
DTL-00789,ORD-02231,FSI-00099,1,924000.0
DTL-00790,ORD-00884,FSI-00056,2,764000.0
DTL-00791,ORD-01547,FSI-00489,2,1354000.0
DTL-00792,ORD-01344,FSI-00362,2,2649000.0
DTL-00793,ORD-01077,FSI-00471,1,1257000.0
DTL-00794,ORD-01344,FSI-00350,2,1960000.0
DTL-00795,ORD-01613,FSI-00312,2,50000.0
DTL-00796,ORD-01303,FSI-00209,2,793000.0
DTL-00797,ORD-00763,FSI-00321,2,63000.0
DTL-00798,ORD-02111,FSI-00299,1,1063000.0
DTL-00799,ORD-02165,FSI-00200,2,1340000.0
DTL-00800,ORD-02261,FSI-00027,2,246000.0
DTL-00801,ORD-00142,FSI-00453,1,2938000.0
DTL-00802,ORD-01888,FSI-00174,1,3234000.0
DTL-00803,ORD-02185,FSI-00361,2,180000.0
DTL-00804,ORD-01234,FSI-00013,1,641000.0
DTL-00805,ORD-02102,FSI-00129,2,2031000.0
DTL-00806,ORD-02210,FSI-00251,2,2239000.0
DTL-00807,ORD-00705,FSI-00424,1,1802000.0
DTL-00808,ORD-01306,FSI-00188,2,2080000.0
DTL-00809,ORD-02148,FSI-00056,2,764000.0
DTL-00810,ORD-00963,FSI-00462,1,39000.0
DTL-00811,ORD-01932,FSI-00330,1,424000.0
DTL-00812,ORD-00157,FSI-00404,1,1753000.0
DTL-00813,ORD-01256,FSI-00213,2,1577000.0
DTL-00814,ORD-02158,FSI-00192,1,2301000.0
DTL-00815,ORD-00498,FSI-00036,1,524000.0
DTL-00816,ORD-01488,FSI-00051,2,1649000.0
DTL-00817,ORD-00345,FSI-00067,1,1858000.0
DTL-00818,ORD-01339,FSI-00200,2,1340000.0
DTL-00819,ORD-01399,FSI-00419,1,268000.0
DTL-00820,ORD-00892,FSI-00227,2,1691000.0
DTL-00821,ORD-01549,FSI-00052,1,1835000.0
DTL-00822,ORD-00989,FSI-00094,1,112000.0
DTL-00823,ORD-00030,FSI-00027,1,246000.0
DTL-00824,ORD-01743,FSI-00255,1,1417000.0
DTL-00825,ORD-02041,FSI-00140,2,1259000.0
DTL-00826,ORD-01170,FSI-00228,1,2016000.0
DTL-00827,ORD-00576,FSI-00238,2,1027000.0
DTL-00828,ORD-00525,FSI-00370,1,1684000.0
DTL-00829,ORD-00050,FSI-00331,2,2547000.0
DTL-00830,ORD-00287,FSI-00339,2,1291000.0
DTL-00831,ORD-00203,FSI-00071,2,762000.0
DTL-00832,ORD-00182,FSI-00251,1,2239000.0
DTL-00833,ORD-01460,FSI-00266,2,452000.0
DTL-00834,ORD-00210,FSI-00237,2,1856000.0
DTL-00835,ORD-00819,FSI-00072,2,783000.0
DTL-00836,ORD-01833,FSI-00318,2,2017000.0
DTL-00837,ORD-02268,FSI-00144,1,2057000.0
DTL-00838,ORD-00519,FSI-00482,2,1781000.0
DTL-00839,ORD-01843,FSI-00446,1,543000.0
DTL-00840,ORD-00533,FSI-00084,2,197000.0
DTL-00841,ORD-01496,FSI-00493,2,332000.0
DTL-00842,ORD-00408,FSI-00210,1,1648000.0
DTL-00843,ORD-01270,FSI-00196,1,1726000.0
DTL-00844,ORD-00828,FSI-00349,2,549000.0
DTL-00845,ORD-00969,FSI-00464,2,1956000.0
DTL-00846,ORD-02341,FSI-00289,2,1112000.0
DTL-00847,ORD-01785,FSI-00416,2,491000.0
DTL-00848,ORD-01537,FSI-00439,1,1577000.0
DTL-00849,ORD-01750,FSI-00443,1,783000.0
DTL-00850,ORD-00291,FSI-00185,1,911000.0
DTL-00851,ORD-00086,FSI-00129,2,2031000.0
DTL-00852,ORD-00617,FSI-00287,1,900000.0
DTL-00853,ORD-02319,FSI-00380,1,2242000.0
DTL-00854,ORD-00795,FSI-00249,1,821000.0
DTL-00855,ORD-01707,FSI-00381,1,1470000.0
DTL-00856,ORD-01524,FSI-00136,2,324000.0
DTL-00857,ORD-00313,FSI-00307,1,1512000.0
DTL-00858,ORD-02040,FSI-00476,1,2503000.0
DTL-00859,ORD-01488,FSI-00139,1,499000.0
DTL-00860,ORD-00070,FSI-00355,2,614000.0
DTL-00861,ORD-01555,FSI-00094,1,112000.0
DTL-00862,ORD-02215,FSI-00005,2,2291000.0
DTL-00863,ORD-00523,FSI-00129,1,2031000.0
DTL-00864,ORD-01697,FSI-00410,1,1528000.0
DTL-00865,ORD-00990,FSI-00488,1,785000.0
DTL-00866,ORD-01948,FSI-00261,1,1896000.0
DTL-00867,ORD-01729,FSI-00445,2,524000.0
DTL-00868,ORD-00890,FSI-00310,1,1366000.0
DTL-00869,ORD-01423,FSI-00211,1,1727000.0
DTL-00870,ORD-01390,FSI-00087,2,2041000.0
DTL-00871,ORD-00102,FSI-00266,2,452000.0
DTL-00872,ORD-01253,FSI-00249,1,821000.0
DTL-00873,ORD-00743,FSI-00477,1,2468000.0
DTL-00874,ORD-01802,FSI-00036,2,524000.0
DTL-00875,ORD-00423,FSI-00439,2,1577000.0
DTL-00876,ORD-01265,FSI-00497,2,150000.0
DTL-00877,ORD-01649,FSI-00131,2,1534000.0
DTL-00878,ORD-00177,FSI-00191,2,760000.0
DTL-00879,ORD-01188,FSI-00019,2,88000.0
DTL-00880,ORD-01441,FSI-00399,2,853000.0
DTL-00881,ORD-01756,FSI-00037,2,479000.0
DTL-00882,ORD-00860,FSI-00473,1,1442000.0
DTL-00883,ORD-00758,FSI-00304,1,53000.0
DTL-00884,ORD-00209,FSI-00331,2,2547000.0
DTL-00885,ORD-00715,FSI-00206,1,79000.0
DTL-00886,ORD-00158,FSI-00062,2,2573000.0
DTL-00887,ORD-00299,FSI-00189,1,580000.0
DTL-00888,ORD-00065,FSI-00428,2,1550000.0
DTL-00889,ORD-01133,FSI-00323,1,2082000.0
DTL-00890,ORD-01082,FSI-00024,2,500000.0
DTL-00891,ORD-02184,FSI-00054,2,2424000.0
DTL-00892,ORD-01570,FSI-00313,1,2450000.0
DTL-00893,ORD-00626,FSI-00259,1,1920000.0
DTL-00894,ORD-01454,FSI-00481,1,231000.0
DTL-00895,ORD-02404,FSI-00305,2,1173000.0
DTL-00896,ORD-02218,FSI-00366,2,2415000.0
DTL-00897,ORD-02032,FSI-00103,1,912000.0
DTL-00898,ORD-01432,FSI-00312,1,50000.0
DTL-00899,ORD-01698,FSI-00384,1,1842000.0
DTL-00900,ORD-01369,FSI-00259,1,1920000.0
DTL-00901,ORD-02456,FSI-00231,1,87000.0
DTL-00902,ORD-00896,FSI-00389,2,1486000.0
DTL-00903,ORD-00386,FSI-00199,1,1658000.0
DTL-00904,ORD-01502,FSI-00399,2,853000.0
DTL-00905,ORD-00192,FSI-00161,2,1468000.0
DTL-00906,ORD-01511,FSI-00133,1,3124000.0
DTL-00907,ORD-00085,FSI-00130,2,2326000.0
DTL-00908,ORD-00999,FSI-00176,2,667000.0
DTL-00909,ORD-00582,FSI-00109,2,1523000.0
DTL-00910,ORD-00159,FSI-00481,1,231000.0
DTL-00911,ORD-01831,FSI-00334,2,2183000.0
DTL-00912,ORD-02242,FSI-00423,1,2348000.0
DTL-00913,ORD-00560,FSI-00459,2,2658000.0
DTL-00914,ORD-02147,FSI-00163,1,56000.0
DTL-00915,ORD-00723,FSI-00029,2,2399000.0
DTL-00916,ORD-02065,FSI-00254,1,1705000.0
DTL-00917,ORD-00519,FSI-00198,2,1726000.0
DTL-00918,ORD-00478,FSI-00187,2,2229000.0
DTL-00919,ORD-00625,FSI-00225,2,1501000.0
DTL-00920,ORD-01046,FSI-00015,1,844000.0
DTL-00921,ORD-01990,FSI-00190,2,2563000.0
DTL-00922,ORD-01984,FSI-00085,2,1179000.0
DTL-00923,ORD-00948,FSI-00413,1,880000.0
DTL-00924,ORD-02468,FSI-00428,1,1550000.0
DTL-00925,ORD-01547,FSI-00137,1,2139000.0
DTL-00926,ORD-02026,FSI-00268,2,1492000.0
DTL-00927,ORD-01035,FSI-00147,1,140000.0
DTL-00928,ORD-00654,FSI-00389,1,1486000.0
DTL-00929,ORD-01117,FSI-00122,2,1024000.0
DTL-00930,ORD-00396,FSI-00407,2,2696000.0
DTL-00931,ORD-01802,FSI-00496,1,1038000.0
DTL-00932,ORD-02226,FSI-00127,2,1002000.0
DTL-00933,ORD-02058,FSI-00163,2,56000.0
DTL-00934,ORD-02188,FSI-00012,2,1798000.0
DTL-00935,ORD-00922,FSI-00072,2,783000.0
DTL-00936,ORD-01405,FSI-00102,2,259000.0
DTL-00937,ORD-00228,FSI-00217,2,1406000.0
DTL-00938,ORD-01717,FSI-00469,1,2380000.0
DTL-00939,ORD-00686,FSI-00070,1,1162000.0
DTL-00940,ORD-01437,FSI-00050,1,897000.0
DTL-00941,ORD-01211,FSI-00134,2,2666000.0
DTL-00942,ORD-01178,FSI-00292,1,301000.0
DTL-00943,ORD-00686,FSI-00190,1,2563000.0
DTL-00944,ORD-01664,FSI-00191,2,760000.0
DTL-00945,ORD-02061,FSI-00272,2,476000.0
DTL-00946,ORD-02310,FSI-00099,2,924000.0
DTL-00947,ORD-01493,FSI-00195,1,1473000.0
DTL-00948,ORD-02358,FSI-00114,2,102000.0
DTL-00949,ORD-01658,FSI-00401,1,3133000.0
DTL-00950,ORD-00554,FSI-00048,2,111000.0
DTL-00951,ORD-01935,FSI-00368,2,1088000.0
DTL-00952,ORD-00166,FSI-00417,2,927000.0
DTL-00953,ORD-00128,FSI-00247,2,278000.0
DTL-00954,ORD-00314,FSI-00283,1,1061000.0
DTL-00955,ORD-01457,FSI-00253,1,955000.0
DTL-00956,ORD-02438,FSI-00164,2,483000.0
DTL-00957,ORD-00366,FSI-00233,1,2090000.0
DTL-00958,ORD-00276,FSI-00317,1,313000.0
DTL-00959,ORD-01696,FSI-00495,2,1886000.0
DTL-00960,ORD-01900,FSI-00230,1,740000.0
DTL-00961,ORD-02282,FSI-00463,2,105000.0
DTL-00962,ORD-00878,FSI-00071,2,762000.0
DTL-00963,ORD-00878,FSI-00182,2,118000.0
DTL-00964,ORD-01632,FSI-00494,2,687000.0
DTL-00965,ORD-00544,FSI-00359,1,569000.0
DTL-00966,ORD-00963,FSI-00317,2,313000.0
DTL-00967,ORD-00572,FSI-00344,1,2618000.0
DTL-00968,ORD-01105,FSI-00203,1,1398000.0
DTL-00969,ORD-02238,FSI-00218,2,71000.0
DTL-00970,ORD-01554,FSI-00152,1,2611000.0
DTL-00971,ORD-01913,FSI-00047,2,710000.0
DTL-00972,ORD-00961,FSI-00075,2,1961000.0
DTL-00973,ORD-02124,FSI-00139,2,499000.0
DTL-00974,ORD-00671,FSI-00403,2,1318000.0
DTL-00975,ORD-00660,FSI-00202,2,172000.0
