orderId,customerId,eventId,orderTime,status,totalAmount
ORD-00290,CUS-00094,EVT-005,2026-09-26T15:12:21,THAT_BAI,7171000.0
ORD-00291,CUS-01223,EVT-005,2026-07-21T09:56:33,DA_HUY,8724000.0
ORD-00292,CUS-00368,EVT-014,2026-08-15T00:14:39,DA_HUY,1969000.0
ORD-00293,CUS-01200,EVT-018,2026-10-23T17:02:07,DA_HUY,5819000.0
ORD-00294,CUS-00296,EVT-004,2026-11-06T00:27:57,THAT_BAI,6852000.0
ORD-00295,CUS-01296,EVT-009,2026-05-13T21:53:09,DA_HUY,2841000.0
ORD-00296,CUS-01461,EVT-005,2026-04-19T16:31:49,CHO_XU_LY,4469000.0
ORD-00297,CUS-01291,EVT-005,2026-04-14T08:14:25,DA_HUY,1152000.0
ORD-00298,CUS-01253,EVT-005,2026-02-18T06:23:35,CHO_XU_LY,9899000.0
ORD-00299,CUS-01282,EVT-002,2026-02-23T07:33:02,CHO_XU_LY,7037000.0
ORD-00300,CUS-01037,EVT-019,2026-10-11T21:07:53,DA_HUY,6893000.0
ORD-00301,CUS-00144,EVT-010,2026-08-24T11:05:33,DA_XAC_NHAN,9269000.0
ORD-00302,CUS-00485,EVT-013,2026-04-26T08:16:37,DA_XAC_NHAN,8848000.0
ORD-00303,CUS-00278,EVT-019,2026-10-23T23:59:04,DA_XAC_NHAN,5660000.0
ORD-00304,CUS-00416,EVT-019,2026-10-27T13:03:28,CHO_XU_LY,4096000.0
ORD-00305,CUS-00157,EVT-011,2026-07-02T18:16:13,DA_HUY,5656000.0
ORD-00306,CUS-01306,EVT-001,2026-06-13T13:51:23,CHO_XU_LY,6039000.0
ORD-00307,CUS-00137,EVT-020,2026-06-03T15:12:29,THAT_BAI,8421000.0
ORD-00308,CUS-01979,EVT-011,2026-04-16T01:53:53,DA_XAC_NHAN,9283000.0
ORD-00309,CUS-01598,EVT-002,2026-07-03T16:37:32,DA_XAC_NHAN,4624000.0
ORD-00310,CUS-00024,EVT-002,2026-07-16T22:03:47,THAT_BAI,3866000.0
ORD-00311,CUS-01051,EVT-007,2026-01-24T10:40:57,CHO_XU_LY,9942000.0
ORD-00312,CUS-00170,EVT-004,2026-04-10T10:49:12,DA_XAC_NHAN,3102000.0
ORD-00313,CUS-00036,EVT-007,2026-01-26T02:40:40,THAT_BAI,6806000.0
ORD-00314,CUS-01862,EVT-009,2026-03-03T23:44:29,DA_HUY,8245000.0
ORD-00315,CUS-01500,EVT-010,2026-09-21T14:53:04,THAT_BAI,8763000.0
ORD-00316,CUS-01932,EVT-006,2026-03-11T20:09:41,THAT_BAI,2143000.0
ORD-00317,CUS-01408,EVT-011,2026-07-17T15:41:03,THAT_BAI,7138000.0
ORD-00318,CUS-01724,EVT-015,2026-06-02T21:30:50,CHO_XU_LY,8275000.0
ORD-00319,CUS-00223,EVT-006,2026-04-12T19:39:04,DA_XAC_NHAN,6356000.0
ORD-00320,CUS-00228,EVT-002,2026-10-03T08:34:31,DA_HUY,9704000.0
ORD-00321,CUS-00086,EVT-014,2026-02-17T15:07:16,DA_XAC_NHAN,6710000.0
ORD-00322,CUS-01493,EVT-018,2026-08-27T22:58:43,THAT_BAI,8255000.0
ORD-00323,CUS-00744,EVT-001,2026-09-01T03:18:14,THAT_BAI,6290000.0
ORD-00324,CUS-01251,EVT-009,2026-06-13T11:44:11,DA_XAC_NHAN,6722000.0
ORD-00325,CUS-01980,EVT-017,2026-07-23T07:50:12,THAT_BAI,1387000.0
ORD-00326,CUS-01484,EVT-002,2026-04-12T06:15:32,CHO_XU_LY,1986000.0
ORD-00327,CUS-00720,EVT-013,2026-10-11T17:34:40,DA_HUY,5447000.0
ORD-00328,CUS-00689,EVT-019,2026-04-20T02:17:00,CHO_XU_LY,2585000.0
ORD-00329,CUS-01865,EVT-004,2026-07-06T17:09:47,DA_XAC_NHAN,5795000.0
ORD-00330,CUS-01088,EVT-004,2026-11-06T22:42:58,DA_XAC_NHAN,54000.0
ORD-00331,CUS-01677,EVT-010,2026-06-15T20:13:25,DA_HUY,2290000.0
ORD-00332,CUS-00947,EVT-009,2026-12-22T00:30:02,CHO_XU_LY,1516000.0
ORD-00333,CUS-01497,EVT-001,2026-08-17T22:20:11,CHO_XU_LY,4909000.0
ORD-00334,CUS-01698,EVT-014,2026-11-19T04:11:55,CHO_XU_LY,2840000.0
ORD-00335,CUS-01660,EVT-008,2026-02-13T04:59:53,THAT_BAI,2125000.0
ORD-00336,CUS-00851,EVT-005,2026-08-13T11:32:29,DA_XAC_NHAN,8115000.0
ORD-00337,CUS-00566,EVT-003,2026-11-24T13:23:13,DA_HUY,3336000.0
ORD-00338,CUS-00659,EVT-008,2026-07-17T07:37:15,CHO_XU_LY,1060000.0
ORD-00339,CUS-00073,EVT-018,2026-01-08T17:13:24,THAT_BAI,5662000.0
ORD-00340,CUS-01869,EVT-002,2026-07-03T12:24:08,THAT_BAI,9860000.0
ORD-00341,CUS-01197,EVT-008,2026-06-13T18:05:13,DA_XAC_NHAN,9954000.0
ORD-00342,CUS-01256,EVT-009,2026-03-26T10:21:58,DA_HUY,5109000.0
ORD-00343,CUS-00771,EVT-007,2026-10-09T00:26:04,DA_XAC_NHAN,4853000.0
ORD-00344,CUS-00958,EVT-005,2026-04-05T14:15:12,DA_XAC_NHAN,1086000.0
ORD-00345,CUS-01536,EVT-003,2026-01-10T18:45:55,THAT_BAI,6943000.0
ORD-00346,CUS-00568,EVT-003,2026-02-21T14:35:34,THAT_BAI,3137000.0
ORD-00347,CUS-00507,EVT-012,2026-06-10T07:05:05,THAT_BAI,9458000.0
ORD-00348,CUS-00917,EVT-008,2026-10-11T19:38:41,DA_XAC_NHAN,4925000.0
ORD-00349,CUS-01312,EVT-005,2026-02-02T03:00:28,THAT_BAI,967000.0
ORD-00350,CUS-00234,EVT-006,2026-04-17T02:51:36,DA_XAC_NHAN,3695000.0
ORD-00351,CUS-01475,EVT-015,2026-12-08T21:04:39,CHO_XU_LY,9426000.0
ORD-00352,CUS-01524,EVT-006,2026-11-24T12:26:21,DA_HUY,5386000.0
ORD-00353,CUS-00880,EVT-015,2026-02-01T06:56:53,CHO_XU_LY,1122000.0
ORD-00354,CUS-01881,EVT-009,2026-06-08T12:37:32,CHO_XU_LY,6603000.0
ORD-00355,CUS-01232,EVT-005,2026-06-12T13:57:27,DA_XAC_NHAN,9584000.0
ORD-00356,CUS-00541,EVT-005,2026-11-14T16:37:17,CHO_XU_LY,9757000.0
ORD-00357,CUS-00263,EVT-018,2026-12-18T06:01:05,DA_XAC_NHAN,9152000.0
ORD-00358,CUS-01537,EVT-002,2026-07-06T07:12:51,THAT_BAI,9705000.0
ORD-00359,CUS-00937,EVT-004,2026-07-02T18:33:59,CHO_XU_LY,8614000.0
ORD-00360,CUS-01399,EVT-002,2026-04-14T09:46:53,DA_HUY,7372000.0
ORD-00361,CUS-00748,EVT-013,2026-03-18T16:36:29,THAT_BAI,6644000.0
ORD-00362,CUS-01505,EVT-014,2026-02-04T20:18:13,DA_HUY,4345000.0
ORD-00363,CUS-00631,EVT-018,2026-12-04T10:11:53,DA_XAC_NHAN,8940000.0
ORD-00364,CUS-01192,EVT-016,2026-10-07T03:25:53,THAT_BAI,6401000.0
ORD-00365,CUS-01209,EVT-015,2026-02-11T02:23:16,DA_HUY,8710000.0
ORD-00366,CUS-00616,EVT-018,2026-01-02T03:58:17,DA_HUY,5336000.0
ORD-00367,CUS-00453,EVT-008,2026-01-15T12:13:36,THAT_BAI,2119000.0
ORD-00368,CUS-00121,EVT-012,2026-01-13T22:48:47,CHO_XU_LY,3657000.0
ORD-00369,CUS-01114,EVT-009,2026-08-25T14:18:16,THAT_BAI,6728000.0
ORD-00370,CUS-01322,EVT-003,2026-02-05T17:52:46,CHO_XU_LY,4553000.0
ORD-00371,CUS-01472,EVT-003,2026-03-07T19:35:28,THAT_BAI,2540000.0
ORD-00372,CUS-01623,EVT-018,2026-07-23T01:26:02,THAT_BAI,6889000.0
ORD-00373,CUS-00813,EVT-004,2026-01-12T07:32:29,DA_XAC_NHAN,9127000.0
ORD-00374,CUS-01578,EVT-006,2026-09-23T08:32:41,THAT_BAI,7439000.0
ORD-00375,CUS-01222,EVT-006,2026-10-21T03:30:32,CHO_XU_LY,3622000.0
ORD-00376,CUS-00958,EVT-002,2026-12-21T07:15:10,DA_XAC_NHAN,9996000.0
ORD-00377,CUS-01425,EVT-016,2026-09-27T08:14:54,THAT_BAI,6079000.0
ORD-00378,CUS-01855,EVT-008,2026-10-11T20:31:44,DA_HUY,3938000.0
ORD-00379,CUS-01240,EVT-017,2026-02-06T08:18:08,DA_HUY,1319000.0
ORD-00380,CUS-00302,EVT-019,2026-10-09T19:54:38,THAT_BAI,4573000.0
ORD-00381,CUS-00969,EVT-005,2026-06-14T01:58:29,DA_HUY,3822000.0
ORD-00382,CUS-00721,EVT-003,2026-09-06T02:24:06,THAT_BAI,3629000.0
ORD-00383,CUS-01640,EVT-007,2026-03-21T04:55:10,DA_XAC_NHAN,4373000.0
ORD-00384,CUS-00952,EVT-020,2026-05-03T21:37:49,DA_XAC_NHAN,9695000.0
ORD-00385,CUS-00679,EVT-006,2026-08-17T18:33:14,DA_XAC_NHAN,3772000.0
ORD-00386,CUS-01050,EVT-010,2026-10-05T01:44:21,DA_HUY,4939000.0
ORD-00387,CUS-00605,EVT-020,2026-10-19T07:11:42,DA_HUY,5597000.0
ORD-00388,CUS-01471,EVT-009,2026-05-24T21:48:18,THAT_BAI,4395000.0
ORD-00389,CUS-00323,EVT-012,2026-10-01T08:09:28,THAT_BAI,5169000.0
ORD-00390,CUS-01447,EVT-001,2026-12-08T11:05:58,DA_XAC_NHAN,4915000.0
ORD-00391,CUS-01245,EVT-003,2026-10-13T14:17:52,DA_HUY,4525000.0
ORD-00392,CUS-01352,EVT-013,2026-05-26T20:54:08,DA_HUY,1572000.0
ORD-00393,CUS-01603,EVT-020,2026-12-06T21:55:01,DA_XAC_NHAN,1743000.0
ORD-00394,CUS-01462,EVT-010,2026-12-22T10:06:25,DA_HUY,3706000.0
ORD-00395,CUS-01215,EVT-005,2026-02-27T15:47:34,DA_XAC_NHAN,822000.0
ORD-00396,CUS-00700,EVT-007,2026-03-04T16:34:38,DA_XAC_NHAN,4786000.0
ORD-00397,CUS-00594,EVT-002,2026-04-20T10:13:40,THAT_BAI,316000.0
ORD-00398,CUS-00791,EVT-016,2026-09-25T21:29:23,CHO_XU_LY,3609000.0
ORD-00399,CUS-01824,EVT-008,2026-12-22T09:29:08,CHO_XU_LY,7008000.0
ORD-00400,CUS-01075,EVT-020,2026-11-07T06:14:48,DA_XAC_NHAN,1505000.0
ORD-00401,CUS-00731,EVT-009,2026-07-07T22:28:34,THAT_BAI,4008000.0
ORD-00402,CUS-00013,EVT-008,2026-02-07T02:03:37,CHO_XU_LY,7530000.0
ORD-00403,CUS-00988,EVT-004,2026-01-06T21:07:49,THAT_BAI,996000.0
ORD-00404,CUS-01896,EVT-018,2026-07-07T15:19:41,CHO_XU_LY,5396000.0
ORD-00405,CUS-00013,EVT-001,2026-06-10T13:15:59,CHO_XU_LY,3090000.0
ORD-00406,CUS-01340,EVT-006,2026-05-24T02:00:04,CHO_XU_LY,5852000.0
ORD-00407,CUS-01378,EVT-001,2026-01-12T01:03:30,CHO_XU_LY,553000.0
ORD-00408,CUS-01785,EVT-008,2026-09-12T05:07:47,DA_XAC_NHAN,3385000.0
ORD-00409,CUS-00822,EVT-016,2026-03-23T20:14:49,THAT_BAI,3991000.0
ORD-00410,CUS-01563,EVT-020,2026-04-15T10:36:37,DA_HUY,3535000.0
ORD-00411,CUS-01251,EVT-014,2026-05-11T10:48:31,THAT_BAI,8431000.0
ORD-00412,CUS-00901,EVT-015,2026-10-24T05:08:06,DA_HUY,7898000.0
ORD-00413,CUS-00713,EVT-015,2026-04-24T17:52:09,DA_XAC_NHAN,1611000.0
ORD-00414,CUS-00272,EVT-002,2026-12-16T22:58:08,CHO_XU_LY,2141000.0
ORD-00415,CUS-01729,EVT-011,2026-12-15T22:55:03,DA_HUY,787000.0
ORD-00416,CUS-00830,EVT-010,2026-10-13T12:23:23,DA_HUY,7220000.0
ORD-00417,CUS-01226,EVT-003,2026-04-04T21:09:54,CHO_XU_LY,9609000.0
ORD-00418,CUS-00280,EVT-007,2026-04-02T06:39:34,DA_XAC_NHAN,1990000.0
ORD-00419,CUS-00913,EVT-011,2026-05-12T10:02:26,CHO_XU_LY,9756000.0
ORD-00420,CUS-00167,EVT-014,2026-07-25T03:42:56,DA_HUY,9424000.0
ORD-00421,CUS-01615,EVT-001,2026-06-08T19:07:11,THAT_BAI,1729000.0
ORD-00422,CUS-00974,EVT-018,2026-08-06T18:55:41,THAT_BAI,438000.0
ORD-00423,CUS-01866,EVT-014,2026-05-01T07:55:18,DA_XAC_NHAN,1894000.0
ORD-00424,CUS-01637,EVT-002,2026-09-15T13:17:50,DA_HUY,5787000.0
ORD-00425,CUS-00718,EVT-008,2026-07-03T00:33:29,DA_HUY,8977000.0
ORD-00426,CUS-01168,EVT-009,2026-11-26T23:39:04,DA_XAC_NHAN,1418000.0
ORD-00427,CUS-00501,EVT-004,2026-11-14T20:00:08,CHO_XU_LY,1208000.0
ORD-00428,CUS-00991,EVT-007,2026-09-01T22:49:17,DA_HUY,660000.0
ORD-00429,CUS-00291,EVT-010,2026-04-17T19:27:35,CHO_XU_LY,787000.0
ORD-00430,CUS-00336,EVT-001,2026-03-21T02:01:17,THAT_BAI,144000.0
ORD-00431,CUS-00269,EVT-003,2026-01-12T09:54:33,DA_XAC_NHAN,2282000.0
ORD-00432,CUS-01247,EVT-012,2026-12-07T19:55:19,CHO_XU_LY,2761000.0
ORD-00433,CUS-01976,EVT-019,2026-07-27T04:42:08,CHO_XU_LY,990000.0
ORD-00434,CUS-00974,EVT-011,2026-05-06T09:39:01,DA_HUY,3831000.0
ORD-00435,CUS-01935,EVT-013,2026-01-20T08:05:44,DA_HUY,8887000.0
ORD-00436,CUS-01168,EVT-015,2026-10-16T22:26:11,THAT_BAI,2980000.0
ORD-00437,CUS-00477,EVT-020,2026-01-07T22:22:06,DA_HUY,7212000.0
ORD-00438,CUS-00880,EVT-005,2026-12-15T07:08:00,DA_HUY,6658000.0
ORD-00439,CUS-01145,EVT-015,2026-03-10T12:41:16,THAT_BAI,1525000.0
ORD-00440,CUS-00335,EVT-018,2026-02-03T08:48:17,DA_XAC_NHAN,8434000.0
ORD-00441,CUS-01823,EVT-013,2026-10-15T22:58:50,DA_HUY,8581000.0
ORD-00442,CUS-00060,EVT-010,2026-05-07T22:25:10,CHO_XU_LY,1914000.0
ORD-00443,CUS-01500,EVT-007,2026-07-04T03:00:56,THAT_BAI,2503000.0
ORD-00444,CUS-00236,EVT-007,2026-06-15T23:45:53,DA_XAC_NHAN,2421000.0
ORD-00445,CUS-00994,EVT-018,2026-02-12T11:41:44,DA_HUY,5124000.0
ORD-00446,CUS-00761,EVT-005,2026-05-17T05:20:39,THAT_BAI,9582000.0
ORD-00447,CUS-00939,EVT-002,2026-09-23T13:53:52,THAT_BAI,7646000.0
ORD-00448,CUS-01192,EVT-004,2026-04-16T08:55:47,THAT_BAI,1381000.0
ORD-00449,CUS-00586,EVT-001,2026-12-13T06:52:17,DA_HUY,4891000.0
ORD-00450,CUS-00419,EVT-010,2026-12-17T01:36:56,CHO_XU_LY,1784000.0
ORD-00451,CUS-01242,EVT-006,2026-07-11T12:10:55,THAT_BAI,1608000.0
ORD-00452,CUS-01878,EVT-003,2026-01-17T03:10:57,CHO_XU_LY,8902000.0
ORD-00453,CUS-00827,EVT-006,2026-03-04T01:06:08,DA_HUY,4345000.0
ORD-00454,CUS-00502,EVT-006,2026-05-25T21:58:40,DA_HUY,9358000.0
ORD-00455,CUS-00738,EVT-012,2026-07-24T12:34:49,CHO_XU_LY,6735000.0
ORD-00456,CUS-01660,EVT-014,2026-02-07T11:22:06,THAT_BAI,6157000.0
ORD-00457,CUS-00621,EVT-010,2026-06-14T10:14:44,DA_XAC_NHAN,3466000.0
ORD-00458,CUS-00304,EVT-015,2026-05-04T03:49:20,THAT_BAI,8153000.0
ORD-00459,CUS-01386,EVT-006,2026-07-25T02:43:47,THAT_BAI,9163000.0
ORD-00460,CUS-00657,EVT-011,2026-07-21T05:15:58,DA_HUY,3971000.0
ORD-00461,CUS-00396,EVT-008,2026-01-02T22:36:54,CHO_XU_LY,359000.0
ORD-00462,CUS-01217,EVT-017,2026-07-04T10:30:40,DA_XAC_NHAN,477000.0
ORD-00463,CUS-01421,EVT-002,2026-10-12T06:33:59,DA_HUY,8602000.0
ORD-00464,CUS-00462,EVT-001,2026-10-11T05:23:29,CHO_XU_LY,1770000.0
ORD-00465,CUS-01794,EVT-006,2026-11-25T08:40:16,CHO_XU_LY,8893000.0
ORD-00466,CUS-01852,EVT-005,2026-06-01T08:08:44,CHO_XU_LY,668000.0
ORD-00467,CUS-01256,EVT-017,2026-09-20T18:04:11,THAT_BAI,6769000.0
ORD-00468,CUS-01887,EVT-017,2026-02-01T22:48:02,CHO_XU_LY,506000.0
ORD-00469,CUS-01021,EVT-016,2026-04-11T01:04:43,CHO_XU_LY,9504000.0
ORD-00470,CUS-00885,EVT-014,2026-12-08T23:25:15,CHO_XU_LY,1024000.0
ORD-00471,CUS-00650,EVT-017,2026-08-27T19:18:31,THAT_BAI,6012000.0
ORD-00472,CUS-01360,EVT-005,2026-02-12T09:09:26,DA_XAC_NHAN,5023000.0
ORD-00473,CUS-00461,EVT-015,2026-06-10T07:41:22,DA_XAC_NHAN,4371000.0
ORD-00474,CUS-00386,EVT-019,2026-07-13T10:47:24,DA_HUY,2391000.0
ORD-00475,CUS-01507,EVT-007,2026-09-18T13:10:34,THAT_BAI,9578000.0
ORD-00476,CUS-00818,EVT-012,2026-10-25T18:24:45,DA_XAC_NHAN,2513000.0
ORD-00477,CUS-00899,EVT-012,2026-09-27T08:10:18,DA_HUY,8889000.0
ORD-00478,CUS-01243,EVT-006,2026-12-01T06:11:25,THAT_BAI,1873000.0
ORD-00479,CUS-01927,EVT-001,2026-02-05T08:41:23,THAT_BAI,5998000.0
ORD-00480,CUS-01669,EVT-011,2026-10-15T08:02:41,CHO_XU_LY,8651000.0
ORD-00481,CUS-00293,EVT-001,2026-01-17T05:00:55,THAT_BAI,5948000.0
ORD-00482,CUS-00764,EVT-015,2026-06-09T19:21:38,DA_XAC_NHAN,5533000.0
ORD-00483,CUS-00858,EVT-020,2026-04-03T15:28:37,THAT_BAI,2291000.0
ORD-00484,CUS-00813,EVT-001,2026-03-05T12:45:11,THAT_BAI,3896000.0
ORD-00485,CUS-00007,EVT-002,2026-08-13T01:20:37,DA_HUY,1068000.0
ORD-00486,CUS-00640,EVT-013,2026-09-08T10:37:32,THAT_BAI,9858000.0
ORD-00487,CUS-00148,EVT-006,2026-08-05T13:47:17,THAT_BAI,5619000.0
ORD-00488,CUS-00479,EVT-004,2026-03-26T14:29:23,THAT_BAI,3927000.0
ORD-00489,CUS-00961,EVT-001,2026-03-12T17:39:37,DA_HUY,6698000.0
ORD-00490,CUS-01861,EVT-011,2026-12-17T07:35:43,CHO_XU_LY,9607000.0
ORD-00491,CUS-00508,EVT-016,2026-10-17T07:48:08,CHO_XU_LY,7987000.0
ORD-00492,CUS-01107,EVT-001,2026-09-12T20:12:05,THAT_BAI,8362000.0
ORD-00493,CUS-00317,EVT-020,2026-03-16T04:01:19,DA_XAC_NHAN,8085000.0
ORD-00494,CUS-00524,EVT-019,2026-01-10T13:16:02,CHO_XU_LY,3533000.0
ORD-00495,CUS-01118,EVT-001,2026-01-21T15:45:55,DA_XAC_NHAN,5974000.0
ORD-00496,CUS-00065,EVT-019,2026-08-26T21:05:24,CHO_XU_LY,1483000.0
ORD-00497,CUS-00711,EVT-007,2026-05-15T18:09:24,DA_XAC_NHAN,4743000.0
ORD-00498,CUS-01687,EVT-002,2026-02-23T06:57:28,CHO_XU_LY,1799000.0
ORD-00499,CUS-00455,EVT-009,2026-08-14T21:57:52,CHO_XU_LY,6704000.0
ORD-00500,CUS-00709,EVT-011,2026-11-16T23:48:20,DA_XAC_NHAN,5341000.0
ORD-00501,CUS-00365,EVT-015,2026-08-14T06:42:39,DA_HUY,989000.0
ORD-00502,CUS-01803,EVT-006,2026-07-09T02:55:23,CHO_XU_LY,706000.0
ORD-00503,CUS-00932,EVT-011,2026-01-15T06:55:56,THAT_BAI,1531000.0
ORD-00504,CUS-00717,EVT-009,2026-11-14T07:56:25,THAT_BAI,6385000.0
ORD-00505,CUS-01742,EVT-019,2026-08-03T05:44:42,THAT_BAI,3071000.0
ORD-00506,CUS-00381,EVT-018,2026-04-09T21:45:10,DA_XAC_NHAN,398000.0
ORD-00507,CUS-00616,EVT-011,2026-09-18T14:13:13,DA_HUY,311000.0
ORD-00508,CUS-01351,EVT-009,2026-10-12T23:46:27,THAT_BAI,8481000.0
ORD-00509,CUS-01116,EVT-006,2026-10-20T14:35:51,DA_XAC_NHAN,2255000.0
ORD-00510,CUS-00679,EVT-017,2026-09-15T19:47:00,CHO_XU_LY,1633000.0
ORD-00511,CUS-00038,EVT-011,2026-05-03T15:58:31,DA_XAC_NHAN,3739000.0
ORD-00512,CUS-00645,EVT-015,2026-04-04T22:48:41,THAT_BAI,5507000.0
ORD-00513,CUS-00716,EVT-003,2026-08-16T10:31:04,CHO_XU_LY,925000.0
ORD-00514,CUS-01202,EVT-007,2026-06-06T21:46:11,DA_XAC_NHAN,6011000.0
ORD-00515,CUS-01824,EVT-005,2026-09-21T17:44:28,CHO_XU_LY,5247000.0
ORD-00516,CUS-00187,EVT-004,2026-01-02T21:47:48,DA_XAC_NHAN,7018000.0
ORD-00517,CUS-00675,EVT-003,2026-07-02T11:38:01,DA_XAC_NHAN,4054000.0
ORD-00518,CUS-00842,EVT-014,2026-03-03T03:37:19,THAT_BAI,2092000.0
ORD-00519,CUS-01344,EVT-011,2026-08-25T10:46:42,DA_XAC_NHAN,1168000.0
ORD-00520,CUS-01613,EVT-006,2026-08-05T06:24:35,DA_XAC_NHAN,7796000.0
ORD-00521,CUS-01944,EVT-002,2026-05-11T23:16:38,CHO_XU_LY,8997000.0
ORD-00522,CUS-00783,EVT-006,2026-02-22T09:50:39,DA_XAC_NHAN,6273000.0
ORD-00523,CUS-00012,EVT-010,2026-08-09T05:58:13,DA_XAC_NHAN,5999000.0
ORD-00524,CUS-01219,EVT-010,2026-03-27T14:51:07,CHO_XU_LY,1246000.0
ORD-00525,CUS-01670,EVT-014,2026-10-09T11:17:40,DA_XAC_NHAN,4465000.0
ORD-00526,CUS-00288,EVT-008,2026-09-06T20:14:13,THAT_BAI,4390000.0
ORD-00527,CUS-01042,EVT-020,2026-08-18T04:35:51,DA_HUY,9672000.0
ORD-00528,CUS-01526,EVT-005,2026-02-20T17:34:29,DA_HUY,1453000.0
ORD-00529,CUS-00824,EVT-005,2026-04-15T18:02:19,CHO_XU_LY,3715000.0
ORD-00530,CUS-00271,EVT-014,2026-03-09T11:35:08,THAT_BAI,3152000.0
ORD-00531,CUS-01452,EVT-013,2026-02-04T00:04:22,CHO_XU_LY,4124000.0
ORD-00532,CUS-01410,EVT-010,2026-07-26T18:59:32,DA_HUY,7229000.0
ORD-00533,CUS-00461,EVT-003,2026-06-01T13:43:35,DA_XAC_NHAN,8549000.0
ORD-00534,CUS-00626,EVT-001,2026-04-06T17:13:22,DA_HUY,6607000.0
ORD-00535,CUS-00713,EVT-016,2026-09-20T05:07:54,DA_XAC_NHAN,384000.0
ORD-00536,CUS-01876,EVT-017,2026-08-01T01:09:06,THAT_BAI,2959000.0
ORD-00537,CUS-00307,EVT-017,2026-10-26T18:55:20,DA_XAC_NHAN,7096000.0
ORD-00538,CUS-01598,EVT-020,2026-07-24T15:44:28,THAT_BAI,4591000.0
ORD-00539,CUS-01212,EVT-002,2026-09-18T16:10:41,DA_XAC_NHAN,1652000.0
ORD-00540,CUS-01547,EVT-011,2026-06-07T05:59:56,THAT_BAI,7938000.0
ORD-00541,CUS-00638,EVT-014,2026-08-11T07:08:35,THAT_BAI,2864000.0
ORD-00542,CUS-00971,EVT-012,2026-05-06T19:08:18,DA_HUY,2590000.0
ORD-00543,CUS-01686,EVT-014,2026-03-22T10:09:52,DA_HUY,3322000.0
ORD-00544,CUS-00968,EVT-004,2026-06-26T01:52:40,DA_HUY,7230000.0
ORD-00545,CUS-00144,EVT-010,2026-03-03T21:49:21,DA_XAC_NHAN,3473000.0
ORD-00546,CUS-00324,EVT-014,2026-04-06T06:13:17,CHO_XU_LY,4314000.0
ORD-00547,CUS-01484,EVT-007,2026-12-22T20:57:29,DA_XAC_NHAN,8917000.0
ORD-00548,CUS-00352,EVT-007,2026-08-15T16:11:31,THAT_BAI,9584000.0
ORD-00549,CUS-01887,EVT-018,2026-03-09T07:35:00,CHO_XU_LY,4052000.0
ORD-00550,CUS-00358,EVT-014,2026-10-22T07:30:31,CHO_XU_LY,7843000.0
ORD-00551,CUS-01702,EVT-017,2026-03-06T19:30:12,DA_HUY,295000.0
ORD-00552,CUS-01958,EVT-020,2026-01-08T04:16:29,DA_XAC_NHAN,8862000.0
ORD-00553,CUS-00804,EVT-013,2026-04-25T10:49:07,THAT_BAI,3933000.0
ORD-00554,CUS-00334,EVT-007,2026-06-18T10:09:23,CHO_XU_LY,5948000.0
ORD-00555,CUS-00587,EVT-019,2026-01-26T11:14:16,CHO_XU_LY,206000.0
ORD-00556,CUS-00915,EVT-013,2026-10-12T08:13:22,CHO_XU_LY,6223000.0
ORD-00557,CUS-00663,EVT-017,2026-07-14T13:46:40,DA_XAC_NHAN,6014000.0
ORD-00558,CUS-00573,EVT-016,2026-08-15T14:21:04,CHO_XU_LY,9491000.0
ORD-00559,CUS-01607,EVT-006,2026-02-24T05:47:37,DA_HUY,9340000.0
ORD-00560,CUS-01727,EVT-004,2026-12-19T03:38:09,THAT_BAI,8231000.0
ORD-00561,CUS-00822,EVT-017,2026-01-19T08:58:37,DA_XAC_NHAN,4614000.0
ORD-00562,CUS-00901,EVT-016,2026-06-15T16:02:52,DA_HUY,878000.0
ORD-00563,CUS-00983,EVT-008,2026-07-17T11:16:41,DA_HUY,1811000.0
ORD-00564,CUS-01303,EVT-006,2026-07-22T21:29:26,CHO_XU_LY,6402000.0
ORD-00565,CUS-00957,EVT-020,2026-12-27T22:00:21,DA_HUY,924000.0
ORD-00566,CUS-00826,EVT-014,2026-07-15T02:52:34,CHO_XU_LY,9689000.0
ORD-00567,CUS-01369,EVT-009,2026-07-24T00:36:09,DA_HUY,9231000.0
ORD-00568,CUS-01351,EVT-014,2026-02-22T01:57:29,CHO_XU_LY,8221000.0
ORD-00569,CUS-01885,EVT-005,2026-05-05T05:05:54,CHO_XU_LY,5419000.0
ORD-00570,CUS-00419,EVT-001,2026-04-06T00:40:38,THAT_BAI,756000.0
ORD-00571,CUS-01326,EVT-017,2026-04-01T02:25:02,DA_HUY,2053000.0
ORD-00572,CUS-01390,EVT-014,2026-11-07T11:22:18,DA_HUY,9507000.0
ORD-00573,CUS-01895,EVT-008,2026-07-22T10:20:30,DA_XAC_NHAN,3068000.0
ORD-00574,CUS-01048,EVT-020,2026-02-26T07:13:17,THAT_BAI,5934000.0
ORD-00575,CUS-01065,EVT-015,2026-05-19T01:02:26,DA_XAC_NHAN,1805000.0
ORD-00576,CUS-00223,EVT-009,2026-08-19T02:39:56,DA_XAC_NHAN,9879000.0
ORD-00577,CUS-01615,EVT-019,2026-12-15T14:28:44,CHO_XU_LY,9418000.0
ORD-00578,CUS-01044,EVT-007,2026-01-13T21:43:19,DA_XAC_NHAN,9207000.0
ORD-00579,CUS-00799,EVT-020,2026-07-02T23:24:46,DA_HUY,2174000.0
